vertex,A8:F7:D9:59:B7:81,A8:F7:D9:59:B7:A1,A8:F7:D9:5A:4A:21,A8:F7:D9:5A:4A:41,A8:F7:D9:5A:4A:A1,A8:F7:D9:5A:4F:01,A8:F7:D9:5A:4F:21,A8:F7:D9:5A:4F:61,A8:F7:D9:5A:4F:81,A8:F7:D9:5A:50:21,A8:F7:D9:5A:50:41,A8:F7:D9:5A:59:B1,A8:F7:D9:5A:59:D1,A8:F7:D9:5A:5B:91,A8:F7:D9:5A:5B:B1,A8:F7:D9:5A:5B:F2,A8:F7:D9:5A:5C:12,A8:F7:D9:5A:5E:C1,A8:F7:D9:5A:5E:E1,A8:F7:D9:5A:5E:F1,A8:F7:D9:5A:5F:11,A8:F7:D9:5A:61:51,A8:F7:D9:5A:69:11,A8:F7:D9:5A:69:31,A8:F7:D9:5A:6A:C1,A8:F7:D9:5A:6A:E1,A8:F7:D9:5A:6B:81,A8:F7:D9:5A:6B:A1,A8:F7:D9:5A:70:31,A8:F7:D9:5A:70:51,A8:F7:D9:C4:3D:B1,A8:F7:D9:C4:3D:D1,A8:F7:D9:C4:50:A1,A8:F7:D9:E6:C5:21,A8:F7:D9:E6:C5:41,A8:F7:D9:E6:CD:91,A8:F7:D9:E6:CD:B1,A8:F7:D9:E6:D0:F1,A8:F7:D9:E6:D1:11
25,-100,-100,-100,-100,-100,-100,-100,-85,-72,-100,-100,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-75,-100,-53,-42,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-70,-73,-50,-40,-100,-100,-78,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100
25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-73,-55,-54,-100,-100,-78,-78,-100,-100,-100,-82,-100,-100,-100,-100,-100
25,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-81,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-83,-73,-55,-60,-100,-100,-79,-78,-100,-100,-100,-82,-100,-100,-100,-100,-100
25,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-77,-77,-55,-57,-100,-100,-78,-78,-100,-100,-100,-82,-76,-100,-100,-100,-100
111,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-76,-77,-55,-53,-100,-100,-82,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100
111,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-100,-54,-47,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
111,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-82,-100,-52,-47,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
111,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-75,-100,-50,-49,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
111,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-72,-75,-51,-49,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
111,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-72,-75,-53,-47,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
111,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-74,-100,-100,-100,-100,-100,-72,-75,-57,-47,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-72,-100,-100,-100,-100,-100,-65,-64,-53,-51,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-80,-72,-100,-100,-100,-100,-100,-63,-64,-62,-59,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-78,-72,-100,-100,-100,-100,-100,-65,-59,-55,-59,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100
24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-81,-72,-100,-100,-100,-100,-100,-66,-59,-64,-58,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100
24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-79,-72,-100,-100,-100,-100,-100,-64,-60,-64,-51,-80,-100,-84,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100
24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-67,-65,-50,-61,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100
24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-73,-72,-63,-55,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-76,-67,-100,-100,-100,-100,-100,-67,-72,-64,-55,-82,-100,-76,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-74,-67,-100,-100,-100,-100,-100,-74,-69,-55,-62,-81,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-63,-100,-100,-100,-100,-100,-66,-65,-61,-58,-84,-100,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-72,-70,-100,-100,-100,-100,-100,-66,-70,-55,-58,-84,-100,-77,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77,-62,-100,-100,-100,-100,-100,-72,-70,-61,-52,-84,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-78,-62,-100,-100,-100,-100,-100,-71,-71,-55,-56,-84,-72,-77,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-70,-62,-100,-100,-100,-100,-100,-68,-71,-63,-56,-84,-72,-73,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100
23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-70,-62,-100,-100,-100,-100,-100,-68,-71,-63,-56,-84,-72,-73,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100
22,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-76,-64,-100,-100,-100,-100,-100,-70,-57,-68,-71,-78,-72,-73,-100,-100,-100,-100,-80,-100,-84,-100,-100,-100
22,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-70,-100,-100,-100,-100,-100,-73,-71,-72,-70,-78,-100,-73,-100,-100,-100,-100,-80,-100,-84,-100,-100,-100
22,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-69,-100,-100,-74,-70,-100,-100,-100,-100,-100,-73,-66,-68,-70,-77,-100,-84,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100
22,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-69,-100,-100,-81,-70,-100,-100,-100,-100,-100,-77,-70,-76,-68,-77,-100,-84,-100,-100,-100,-100,-83,-76,-84,-100,-100,-100
22,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-75,-64,-100,-100,-100,-100,-100,-58,-66,-66,-70,-82,-100,-84,-100,-100,-100,-100,-83,-76,-84,-100,-100,-100
22,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-81,-64,-100,-100,-100,-100,-74,-72,-68,-75,-69,-82,-100,-84,-100,-100,-100,-100,-83,-76,-84,-100,-100,-100
22,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-76,-67,-100,-100,-84,-100,-74,-59,-66,-67,-69,-81,-100,-85,-100,-100,-100,-100,-83,-76,-87,-100,-100,-100
21,-100,-100,-83,-75,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-82,-67,-100,-100,-84,-100,-74,-60,-59,-76,-60,-77,-100,-84,-100,-100,-100,-100,-83,-100,-85,-100,-100,-100
21,-100,-100,-79,-75,-78,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-79,-67,-100,-100,-84,-100,-100,-63,-52,-74,-65,-85,-63,-78,-100,-100,-100,-100,-83,-100,-86,-100,-100,-100
21,-100,-100,-81,-75,-78,-100,-100,-100,-100,-100,-100,-77,-71,-100,-100,-86,-100,-100,-100,-100,-100,-100,-63,-59,-61,-67,-78,-66,-86,-100,-100,-100,-100,-83,-74,-82,-100,-100,-100
21,-100,-100,-80,-75,-78,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-79,-100,-100,-100,-100,-100,-100,-57,-60,-68,-65,-79,-66,-83,-100,-100,-100,-100,-83,-74,-82,-100,-100,-100
21,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-80,-71,-100,-100,-82,-100,-100,-100,-100,-100,-100,-60,-60,-72,-64,-79,-67,-83,-100,-100,-100,-100,-100,-74,-82,-100,-100,-100
21,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-65,-71,-100,-100,-75,-100,-100,-100,-100,-100,-100,-59,-56,-63,-68,-74,-67,-85,-100,-100,-100,-100,-100,-74,-84,-100,-100,-100
21,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-63,-55,-69,-62,-74,-67,-87,-100,-100,-100,-100,-100,-100,-84,-74,-100,-100
21,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-59,-56,-69,-64,-74,-67,-84,-100,-100,-100,-100,-100,-100,-84,-74,-100,-100
21,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-56,-59,-69,-65,-82,-67,-84,-100,-100,-100,-100,-81,-100,-84,-70,-100,-73
20,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-81,-100,-100,-100,-100,-73,-100,-56,-50,-74,-67,-82,-67,-84,-100,-100,-100,-100,-81,-100,-84,-70,-100,-73
20,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-66,-63,-100,-100,-76,-74,-100,-100,-100,-73,-100,-61,-63,-64,-69,-82,-67,-84,-100,-100,-100,-100,-83,-100,-85,-70,-81,-73
20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-63,-100,-100,-78,-74,-100,-100,-100,-73,-100,-59,-54,-70,-67,-82,-100,-83,-100,-100,-100,-100,-83,-100,-80,-70,-81,-73
20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-63,-100,-100,-75,-74,-100,-100,-100,-73,-100,-61,-54,-70,-65,-100,-100,-83,-100,-100,-100,-100,-83,-100,-80,-100,-81,-100
20,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-67,-63,-100,-100,-76,-74,-100,-100,-100,-73,-100,-61,-50,-72,-65,-100,-100,-81,-100,-100,-100,-100,-83,-100,-82,-100,-81,-100
20,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-67,-63,-100,-100,-76,-74,-100,-100,-100,-100,-100,-60,-59,-68,-65,-100,-100,-81,-100,-100,-100,-100,-83,-100,-84,-100,-81,-100
19,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-75,-100,-100,-100,-82,-100,-100,-50,-60,-70,-65,-79,-100,-82,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100
19,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-85,-100,-79,-100,-100,-100,-82,-100,-100,-59,-46,-74,-100,-74,-100,-84,-100,-100,-100,-100,-82,-100,-81,-100,-81,-100
19,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-85,-100,-81,-100,-100,-100,-82,-100,-100,-53,-45,-74,-69,-74,-65,-84,-100,-100,-100,-100,-82,-100,-75,-100,-83,-64
19,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-85,-100,-82,-100,-100,-100,-100,-100,-100,-54,-59,-67,-69,-81,-65,-84,-100,-100,-100,-100,-100,-100,-79,-100,-83,-77
19,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-70,-85,-100,-84,-100,-100,-100,-100,-100,-100,-62,-59,-67,-69,-81,-65,-84,-100,-100,-100,-100,-100,-100,-79,-100,-83,-77
19,-100,-100,-78,-100,-100,-100,-100,-100,-100,-80,-100,-71,-70,-100,-100,-84,-100,-100,-100,-80,-75,-100,-53,-49,-77,-68,-80,-65,-84,-100,-100,-100,-100,-100,-100,-83,-100,-83,-77
19,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-75,-100,-100,-100,-81,-100,-100,-100,-81,-76,-100,-54,-56,-75,-71,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-77
19,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-100,-84,-100,-100,-100,-81,-76,-100,-63,-56,-81,-71,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-100
18,-100,-100,-77,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-82,-100,-100,-100,-81,-67,-100,-64,-56,-69,-67,-78,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-72
18,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-100,-82,-77,-100,-100,-82,-100,-100,-100,-82,-76,-100,-50,-49,-70,-67,-78,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-66
18,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-100,-82,-77,-100,-100,-82,-100,-100,-100,-82,-76,-100,-50,-50,-70,-67,-78,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-65
18,-100,-100,-74,-100,-100,-100,-100,-100,-100,-80,-100,-81,-77,-100,-100,-81,-100,-100,-100,-77,-76,-100,-47,-49,-70,-67,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-81,-64
18,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-100,-81,-77,-100,-100,-85,-100,-100,-100,-77,-76,-100,-64,-53,-83,-67,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-81,-64
18,-100,-100,-78,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-81,-100,-100,-100,-81,-100,-100,-49,-47,-73,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-82,-64
18,-100,-100,-74,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-81,-100,-84,-100,-100,-100,-79,-100,-100,-48,-44,-81,-73,-78,-61,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-72
18,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-81,-100,-85,-100,-100,-100,-79,-100,-100,-60,-39,-83,-73,-78,-61,-100,-100,-100,-100,-100,-100,-100,-81,-75,-82,-70
18,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-81,-100,-85,-100,-100,-100,-82,-100,-100,-48,-39,-75,-73,-78,-65,-85,-100,-100,-100,-100,-100,-100,-79,-75,-82,-70
18,-100,-100,-77,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-81,-100,-85,-100,-100,-100,-82,-72,-100,-60,-51,-83,-73,-78,-65,-85,-100,-100,-100,-100,-100,-100,-79,-75,-82,-70
17,-100,-100,-78,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-81,-100,-78,-100,-100,-100,-80,-71,-100,-68,-41,-71,-100,-79,-65,-84,-100,-100,-100,-100,-100,-100,-81,-75,-82,-70
17,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-78,-100,-100,-100,-79,-71,-100,-54,-47,-77,-100,-79,-65,-84,-100,-100,-100,-100,-100,-100,-76,-74,-82,-100
17,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-79,-72,-100,-58,-42,-86,-100,-79,-100,-84,-100,-100,-100,-100,-100,-100,-76,-74,-100,-100
17,-100,-100,-74,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-72,-100,-51,-49,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-100,-100
17,-100,-100,-74,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-72,-100,-51,-41,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-100,-100
17,-100,-100,-77,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-72,-100,-51,-41,-82,-100,-84,-72,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100
17,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-52,-41,-82,-100,-84,-72,-100,-100,-100,-100,-100,-100,-100,-79,-77,-100,-75
17,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-82,-100,-100,-100,-79,-100,-100,-60,-40,-86,-100,-84,-72,-100,-100,-100,-100,-100,-100,-100,-79,-77,-81,-75
112,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-79,-100,-100,-56,-56,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100
12,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-79,-100,-100,-58,-64,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100
112,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-60,-58,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
112,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-58,-62,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
112,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-78,-100,-56,-57,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
112,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-72,-100,-64,-58,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
112,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-72,-100,-59,-63,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
112,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-100,-100,-72,-100,-60,-56,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
112,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-100,-100,-72,-100,-59,-65,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
112,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-82,-100,-100,-100,-100,-72,-100,-61,-58,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79
112,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-61,-65,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79
112,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-84,-100,-100,-100,-100,-100,-100,-61,-65,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79
16,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-55,-55,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100
16,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-61,-50,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100
16,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-54,-55,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-71
16,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-65,-49,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-71
16,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-56,-52,-83,-73,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-100,-100,-71
16,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-67,-48,-83,-73,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-100,-100,-71
16,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-81,-100,-100,-100,-85,-100,-100,-51,-48,-77,-70,-100,-74,-85,-78,-100,-100,-100,-100,-100,-85,-100,-100,-71
16,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-85,-100,-100,-52,-48,-78,-67,-100,-77,-85,-78,-100,-100,-100,-100,-100,-86,-74,-85,-100
16,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-85,-77,-100,-58,-47,-73,-68,-100,-77,-84,-78,-100,-100,-100,-100,-100,-82,-74,-85,-100
114,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-81,-100,-100,-100,-85,-77,-100,-55,-53,-80,-68,-100,-77,-84,-78,-100,-100,-100,-100,-100,-75,-74,-85,-100
114,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-81,-100,-100,-100,-100,-77,-100,-68,-68,-80,-68,-100,-77,-84,-100,-100,-100,-100,-100,-100,-83,-84,-85,-100
114,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-77,-100,-59,-55,-81,-68,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-68,-85,-100
114,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-59,-70,-81,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-68,-100,-100
114,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-57,-70,-82,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100
114,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-57,-54,-80,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-72,-65,-100,-100
114,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-58,-54,-80,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-69,-65,-100,-100
114,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-58,-67,-77,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-70,-65,-100,-100
114,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-68,-50,-79,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-71,-65,-100,-100
15,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-82,-72,-100,-58,-50,-75,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100
15,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-72,-100,-53,-49,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-76,-100,-100
15,-100,-100,-81,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-72,-100,-60,-53,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-76,-100,-100
15,-100,-100,-76,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-66,-100,-58,-49,-70,-73,-84,-100,-100,-100,-100,-100,-100,-100,-100,-79,-76,-100,-76
15,-100,-100,-78,-77,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-70,-100,-55,-58,-72,-73,-84,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-100,-76
15,-100,-100,-77,-77,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-72,-100,-62,-58,-83,-73,-84,-74,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-76
15,-100,-100,-72,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-69,-100,-52,-58,-83,-73,-81,-74,-100,-100,-100,-100,-100,-100,-100,-73,-100,-83,-76
