Vertex,a8:f7:d9:59:b7:81,a8:f7:d9:59:b7:a1,a8:f7:d9:59:c9:b1,a8:f7:d9:59:cc:e1,a8:f7:d9:59:cd:01,a8:f7:d9:59:cd:61,a8:f7:d9:5a:4a:21,a8:f7:d9:5a:4a:41,a8:f7:d9:5a:4a:81,a8:f7:d9:5a:4a:a1,a8:f7:d9:5a:4f:01,a8:f7:d9:5a:4f:21,a8:f7:d9:5a:4f:61,a8:f7:d9:5a:4f:81,a8:f7:d9:5a:50:21,a8:f7:d9:5a:50:41,a8:f7:d9:5a:59:51,a8:f7:d9:5a:59:71,a8:f7:d9:5a:59:b1,a8:f7:d9:5a:59:d1,a8:f7:d9:5a:5b:91,a8:f7:d9:5a:5b:b1,a8:f7:d9:5a:5b:f2,a8:f7:d9:5a:5c:12,a8:f7:d9:5a:5e:c1,a8:f7:d9:5a:5e:e1,a8:f7:d9:5a:5e:f1,a8:f7:d9:5a:5f:11,a8:f7:d9:5a:61:31,a8:f7:d9:5a:61:51,a8:f7:d9:5a:69:11,a8:f7:d9:5a:69:31,a8:f7:d9:5a:6a:c1,a8:f7:d9:5a:6a:e1,a8:f7:d9:5a:6b:81,a8:f7:d9:5a:6b:a1,a8:f7:d9:5a:70:31,a8:f7:d9:5a:70:51,a8:f7:d9:c4:3d:b1,a8:f7:d9:c4:3d:d1,a8:f7:d9:c4:50:a1,a8:f7:d9:c4:50:c1,a8:f7:d9:e6:c5:21,a8:f7:d9:e6:c5:41,a8:f7:d9:e6:c9:31,a8:f7:d9:e6:cd:91,a8:f7:d9:e6:cd:b1,a8:f7:d9:e6:d0:f1,a8:f7:d9:e6:d1:11
114,-100,-100,-100,-100,-100,-100,-76,-82,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-75,-84,-100,-100,-52,-48,-76,-79,-100,-83,-100,-82,-100,-86,-100,-100,-100,-80,-100,-72,-70,-78,-78
114,-100,-100,-100,-100,-100,-100,-81,-82,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-87,-100,-87,-79,-84,-100,-100,-54,-47,-70,-77,-77,-82,-100,-100,-100,-88,-100,-100,-84,-81,-100,-74,-71,-79,-76
114,-100,-100,-100,-100,-100,-100,-81,-84,-77,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-80,-100,-100,-100,-76,-85,-100,-100,-48,-44,-72,-80,-100,-82,-100,-77,-100,-100,-100,-100,-100,-78,-100,-75,-70,-100,-79
114,-100,-100,-100,-100,-100,-100,-79,-83,-74,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-83,-87,-100,-100,-100,-82,-100,-100,-54,-46,-69,-79,-78,-82,-80,-80,-82,-84,-100,-100,-83,-80,-100,-100,-70,-100,-78
114,-100,-100,-100,-100,-100,-100,-78,-81,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-79,-87,-100,-100,-100,-86,-100,-100,-49,-42,-100,-81,-83,-85,-100,-83,-100,-88,-100,-100,-86,-79,-100,-100,-71,-100,-68
129,-84,-100,-100,-100,-100,-100,-78,-84,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-81,-100,-100,-70,-81,-100,-100,-70,-69,-100,-100,-58,-62,-77,-79,-100,-78,-100,-80,-83,-86,-100,-100,-100,-80,-100,-79,-70,-61,-52
129,-87,-100,-100,-100,-100,-100,-76,-86,-100,-88,-100,-86,-100,-100,-82,-100,-100,-100,-100,-85,-100,-100,-72,-86,-100,-100,-100,-73,-100,-100,-59,-53,-100,-81,-78,-82,-100,-83,-100,-100,-100,-100,-83,-79,-100,-100,-75,-61,-62
129,-100,-100,-100,-100,-100,-100,-73,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-88,-100,-100,-78,-83,-100,-100,-100,-68,-100,-100,-55,-50,-100,-83,-76,-77,-100,-100,-100,-100,-100,-85,-100,-82,-100,-100,-72,-100,-62
129,-100,-100,-100,-100,-100,-100,-79,-81,-100,-88,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-76,-86,-100,-100,-70,-67,-100,-100,-100,-56,-82,-85,-100,-82,-100,-100,-81,-88,-86,-100,-100,-84,-100,-76,-72,-65,-62
129,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-87,-100,-100,-76,-85,-100,-100,-69,-67,-100,-100,-53,-53,-100,-88,-100,-80,-100,-100,-100,-100,-89,-100,-82,-84,-100,-78,-73,-67,-71
129,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-78,-85,-100,-100,-71,-71,-100,-100,-52,-55,-79,-85,-74,-80,-100,-86,-100,-100,-100,-89,-100,-84,-100,-72,-72,-68,-63
129,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-100,-100,-82,-89,-100,-100,-81,-86,-100,-100,-74,-85,-87,-100,-70,-67,-100,-100,-52,-48,-76,-84,-75,-80,-100,-100,-100,-87,-100,-86,-100,-86,-100,-77,-69,-100,-63
129,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-83,-100,-100,-79,-100,-100,-100,-100,-87,-100,-88,-100,-85,-100,-100,-100,-63,-100,-100,-53,-58,-77,-84,-73,-78,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-70,-64,-53
129,-100,-100,-100,-100,-100,-100,-72,-83,-100,-100,-100,-86,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-100,-66,-65,-100,-100,-59,-54,-100,-84,-72,-81,-100,-87,-100,-100,-85,-100,-100,-100,-100,-74,-68,-56,-53
129,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-89,-100,-87,-100,-100,-69,-63,-100,-100,-100,-58,-80,-85,-76,-77,-100,-90,-100,-100,-100,-85,-100,-85,-100,-73,-70,-61,-49
130,-100,-86,-100,-100,-100,-100,-74,-77,-100,-83,-86,-84,-100,-100,-79,-100,-100,-100,-80,-84,-100,-100,-76,-76,-100,-100,-67,-68,-100,-100,-52,-53,-79,-83,-100,-80,-85,-100,-100,-100,-100,-90,-100,-77,-100,-73,-66,-61,-70
130,-85,-87,-100,-100,-100,-100,-100,-83,-77,-83,-100,-100,-100,-100,-87,-100,-100,-100,-73,-75,-100,-100,-100,-76,-100,-100,-100,-80,-100,-100,-52,-54,-100,-79,-100,-82,-79,-77,-100,-100,-100,-100,-81,-78,-100,-100,-73,-73,-72
130,-100,-100,-100,-100,-100,-100,-100,-83,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-72,-80,-100,-100,-100,-76,-100,-100,-69,-74,-100,-100,-60,-52,-100,-76,-100,-82,-100,-79,-100,-100,-100,-100,-100,-86,-100,-100,-76,-71,-72
130,-100,-100,-100,-100,-100,-100,-81,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-76,-77,-100,-100,-73,-72,-100,-100,-100,-57,-78,-84,-100,-80,-100,-100,-100,-100,-100,-100,-100,-83,-100,-74,-73,-100,-69
130,-100,-100,-100,-100,-100,-100,-77,-82,-77,-84,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-100,-85,-76,-75,-100,-100,-68,-71,-100,-100,-52,-46,-100,-81,-76,-80,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-75,-100,-64
130,-100,-100,-100,-100,-100,-100,-100,-82,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-76,-77,-100,-100,-68,-75,-100,-100,-100,-48,-77,-84,-79,-80,-100,-100,-100,-89,-89,-100,-85,-83,-100,-73,-74,-69,-63
130,-100,-100,-100,-100,-100,-100,-100,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-78,-100,-100,-74,-79,-100,-100,-67,-71,-100,-100,-100,-45,-77,-81,-100,-78,-100,-100,-100,-100,-100,-89,-100,-82,-100,-74,-74,-67,-64
130,-100,-100,-100,-100,-100,-100,-77,-83,-79,-83,-100,-87,-100,-100,-100,-100,-100,-100,-73,-80,-100,-100,-100,-80,-100,-100,-68,-76,-100,-100,-54,-51,-81,-85,-79,-82,-100,-83,-100,-88,-100,-100,-100,-82,-100,-78,-70,-67,-68
130,-100,-100,-100,-100,-100,-100,-80,-83,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-79,-100,-100,-66,-74,-100,-100,-56,-47,-78,-83,-100,-82,-84,-100,-100,-100,-100,-100,-84,-82,-100,-74,-69,-68,-66
130,-100,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-79,-100,-100,-78,-75,-100,-100,-67,-73,-100,-100,-54,-47,-77,-87,-100,-78,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-70,-66,-61
18,-85,-100,-100,-100,-100,-100,-77,-78,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-71,-78,-100,-100,-77,-75,-100,-100,-100,-77,-100,-100,-42,-49,-71,-67,-100,-70,-82,-79,-83,-100,-100,-100,-73,-78,-100,-72,-77,-70,-75
18,-100,-87,-100,-100,-100,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-67,-79,-100,-100,-79,-83,-100,-100,-42,-45,-67,-68,-71,-74,-82,-78,-100,-100,-100,-100,-77,-70,-100,-82,-79,-100,-76
18,-100,-89,-100,-100,-100,-100,-82,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-77,-81,-100,-100,-69,-71,-100,-100,-79,-78,-100,-100,-43,-46,-67,-68,-75,-73,-100,-80,-100,-100,-100,-100,-76,-72,-100,-82,-77,-76,-75
18,-100,-100,-100,-100,-100,-100,-80,-83,-79,-100,-100,-100,-100,-100,-86,-100,-100,-100,-80,-74,-100,-100,-68,-72,-100,-100,-79,-81,-100,-100,-44,-48,-65,-72,-73,-73,-100,-81,-100,-100,-100,-100,-75,-73,-100,-100,-79,-78,-76
18,-81,-100,-100,-100,-100,-100,-100,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-70,-73,-100,-100,-79,-81,-100,-100,-43,-49,-67,-68,-72,-71,-100,-79,-100,-100,-100,-100,-76,-69,-100,-81,-100,-100,-75
18,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-72,-72,-100,-100,-82,-84,-100,-100,-55,-58,-100,-68,-100,-75,-100,-100,-100,-100,-84,-100,-77,-78,-100,-83,-81,-75,-75
18,-75,-100,-100,-100,-100,-100,-100,-87,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-70,-77,-100,-100,-69,-76,-100,-100,-84,-85,-100,-100,-53,-53,-66,-70,-77,-79,-80,-81,-100,-100,-100,-100,-79,-76,-100,-100,-81,-100,-72
18,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-100,-100,-100,-73,-100,-100,-83,-84,-100,-100,-53,-54,-62,-70,-77,-78,-100,-80,-100,-100,-100,-100,-78,-78,-100,-100,-78,-100,-75
18,-76,-83,-100,-100,-100,-100,-100,-87,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-68,-77,-100,-100,-82,-84,-100,-100,-100,-54,-68,-71,-78,-77,-82,-78,-100,-100,-100,-100,-78,-77,-100,-81,-79,-77,-79
18,-100,-90,-100,-100,-100,-100,-100,-88,-79,-84,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-100,-100,-100,-71,-100,-100,-100,-86,-100,-100,-53,-54,-100,-71,-100,-80,-100,-80,-100,-100,-100,-100,-100,-76,-100,-82,-81,-76,-74
17,-100,-100,-100,-100,-100,-100,-78,-75,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-85,-100,-100,-100,-100,-100,-88,-67,-71,-100,-100,-41,-47,-100,-80,-77,-76,-100,-88,-100,-100,-84,-100,-100,-87,-100,-100,-76,-100,-77
17,-100,-100,-100,-100,-100,-100,-80,-79,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-100,-100,-100,-88,-100,-100,-69,-72,-100,-100,-45,-50,-100,-82,-81,-76,-100,-87,-100,-100,-79,-100,-100,-79,-100,-71,-75,-77,-75
17,-100,-100,-100,-100,-100,-100,-80,-79,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-86,-100,-77,-75,-100,-100,-51,-57,-82,-82,-100,-83,-100,-86,-100,-100,-100,-100,-100,-87,-100,-68,-75,-77,-80
17,-100,-100,-100,-100,-100,-100,-84,-83,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-69,-76,-100,-100,-50,-55,-79,-84,-100,-80,-100,-100,-100,-100,-75,-100,-85,-86,-100,-72,-76,-78,-79
17,-100,-100,-100,-100,-100,-100,-100,-82,-71,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-100,-87,-76,-85,-100,-100,-100,-54,-100,-85,-100,-80,-100,-100,-81,-100,-76,-100,-100,-100,-100,-70,-70,-100,-75
17,-100,-100,-100,-100,-100,-100,-77,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-73,-81,-100,-100,-69,-75,-100,-100,-42,-42,-72,-78,-78,-79,-100,-100,-82,-100,-100,-100,-81,-77,-100,-77,-77,-100,-74
17,-89,-100,-100,-100,-100,-100,-78,-81,-100,-86,-100,-100,-100,-100,-87,-100,-100,-100,-74,-79,-100,-100,-72,-86,-100,-100,-72,-80,-100,-100,-44,-42,-100,-80,-75,-81,-100,-100,-100,-100,-100,-100,-77,-75,-100,-100,-79,-75,-75
17,-100,-100,-100,-100,-100,-100,-78,-77,-83,-88,-100,-100,-100,-100,-84,-100,-100,-100,-73,-80,-100,-100,-71,-78,-100,-100,-100,-79,-100,-100,-100,-43,-70,-72,-100,-79,-81,-82,-100,-100,-100,-100,-100,-78,-100,-71,-75,-76,-77
17,-100,-100,-100,-100,-100,-100,-100,-81,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-76,-78,-100,-100,-76,-82,-100,-100,-100,-74,-100,-100,-45,-39,-77,-82,-100,-82,-100,-85,-100,-100,-79,-100,-100,-81,-100,-78,-82,-74,-72
17,-100,-100,-100,-100,-100,-100,-100,-80,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-73,-82,-100,-100,-74,-80,-100,-100,-44,-48,-74,-82,-78,-82,-100,-88,-81,-100,-76,-100,-79,-79,-100,-76,-79,-74,-70
112,-100,-100,-100,-100,-100,-100,-77,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-79,-82,-100,-91,-72,-77,-100,-100,-46,-46,-73,-82,-100,-81,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-75,-73,-73
112,-100,-100,-100,-100,-100,-100,-77,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-79,-82,-100,-91,-72,-77,-100,-100,-46,-46,-73,-82,-100,-81,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-75,-73,-73
112,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-84,-100,-100,-82,-88,-100,-100,-100,-79,-100,-100,-53,-51,-80,-80,-100,-80,-100,-86,-100,-100,-100,-100,-100,-83,-100,-80,-81,-74,-76
112,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-77,-100,-100,-100,-77,-83,-100,-100,-56,-52,-79,-84,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-80,-80,-79,-76
112,-100,-100,-100,-100,-100,-100,-100,-81,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-100,-100,-81,-100,-100,-100,-75,-81,-100,-100,-58,-53,-74,-86,-100,-80,-100,-87,-100,-100,-100,-100,-83,-85,-100,-78,-77,-78,-73
112,-100,-100,-100,-100,-100,-100,-76,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-75,-86,-100,-100,-75,-80,-100,-100,-58,-48,-75,-84,-100,-80,-100,-100,-100,-100,-100,-100,-80,-85,-100,-77,-77,-74,-77
112,-100,-100,-100,-100,-100,-100,-100,-83,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-100,-100,-83,-100,-100,-100,-74,-82,-100,-100,-100,-52,-79,-86,-100,-78,-100,-81,-100,-100,-100,-100,-82,-88,-100,-79,-77,-78,-73
112,-100,-100,-100,-100,-100,-100,-100,-83,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-89,-100,-100,-79,-84,-100,-100,-76,-85,-100,-100,-52,-51,-75,-84,-100,-78,-100,-84,-100,-100,-79,-100,-100,-83,-100,-75,-77,-100,-76
112,-100,-100,-100,-100,-100,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-86,-100,-100,-100,-86,-100,-100,-74,-84,-100,-100,-100,-53,-76,-84,-100,-81,-100,-83,-100,-100,-100,-100,-100,-81,-100,-78,-79,-75,-80
112,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-87,-100,-100,-79,-90,-100,-100,-75,-85,-100,-100,-53,-51,-77,-85,-79,-78,-100,-100,-86,-100,-100,-100,-79,-85,-100,-80,-81,-73,-77
19,-100,-85,-100,-100,-100,-100,-100,-84,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-73,-100,-100,-67,-71,-100,-100,-81,-85,-80,-100,-61,-58,-65,-66,-75,-78,-81,-73,-100,-100,-82,-100,-100,-76,-100,-79,-77,-71,-75
19,-89,-87,-100,-100,-100,-100,-81,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-70,-76,-100,-100,-68,-73,-100,-100,-81,-84,-79,-100,-53,-57,-62,-61,-100,-79,-100,-70,-100,-100,-77,-100,-74,-74,-100,-82,-80,-76,-73
19,-87,-100,-100,-100,-100,-100,-79,-82,-77,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-66,-73,-100,-100,-79,-84,-83,-100,-63,-58,-67,-67,-74,-80,-82,-79,-100,-100,-83,-100,-73,-76,-100,-80,-83,-76,-71
19,-100,-84,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-70,-78,-100,-100,-82,-84,-100,-100,-67,-62,-65,-73,-77,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-79,-76,-71
19,-100,-85,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-79,-100,-100,-71,-80,-100,-100,-79,-80,-100,-100,-55,-55,-73,-67,-68,-72,-81,-82,-100,-100,-100,-100,-85,-80,-100,-100,-80,-74,-71
19,-100,-84,-100,-100,-100,-100,-100,-78,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-74,-79,-100,-100,-79,-81,-100,-100,-53,-48,-67,-65,-71,-74,-100,-79,-86,-100,-100,-100,-100,-80,-100,-80,-78,-76,-72
19,-100,-86,-100,-100,-100,-100,-79,-78,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-76,-79,-100,-100,-73,-81,-100,-100,-75,-79,-100,-100,-54,-50,-68,-66,-67,-75,-100,-100,-100,-100,-100,-100,-79,-83,-100,-79,-78,-78,-71
19,-100,-86,-100,-100,-100,-100,-79,-79,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-78,-100,-100,-78,-79,-100,-100,-76,-74,-100,-100,-53,-46,-100,-72,-68,-71,-100,-100,-100,-100,-100,-100,-80,-82,-100,-77,-77,-75,-78
19,-100,-86,-100,-100,-100,-100,-80,-77,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-72,-83,-100,-100,-74,-78,-100,-100,-53,-47,-71,-69,-68,-78,-100,-81,-100,-100,-100,-100,-84,-79,-100,-100,-77,-76,-73
19,-85,-100,-100,-100,-100,-100,-80,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-76,-84,-100,-100,-73,-79,-87,-100,-54,-51,-72,-66,-69,-75,-100,-81,-100,-100,-100,-100,-81,-81,-100,-82,-76,-76,-76
20,-82,-84,-100,-100,-100,-100,-100,-86,-76,-82,-100,-100,-100,-88,-100,-100,-100,-100,-71,-74,-100,-100,-64,-72,-100,-100,-85,-82,-78,-100,-100,-60,-64,-60,-77,-76,-74,-72,-100,-100,-100,-100,-100,-74,-100,-81,-81,-79,-82
20,-84,-84,-100,-100,-100,-100,-100,-87,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-100,-100,-66,-72,-100,-100,-84,-85,-80,-100,-65,-57,-100,-59,-78,-76,-79,-74,-100,-100,-100,-100,-71,-73,-100,-100,-100,-80,-81
20,-87,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-71,-77,-100,-100,-100,-85,-85,-100,-69,-62,-66,-71,-80,-77,-80,-79,-100,-100,-100,-100,-100,-75,-100,-100,-77,-84,-83
20,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-72,-75,-100,-100,-100,-85,-100,-100,-66,-58,-67,-68,-81,-78,-79,-80,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-80
20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-74,-79,-100,-100,-100,-78,-100,-100,-100,-100,-83,-100,-63,-60,-65,-67,-78,-81,-78,-80,-100,-100,-100,-100,-75,-75,-100,-100,-84,-78,-81
20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-79,-76,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-68,-63,-69,-67,-100,-80,-100,-81,-100,-100,-100,-100,-100,-76,-100,-83,-85,-85,-85
20,-100,-86,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-70,-74,-100,-100,-100,-89,-100,-100,-67,-65,-62,-67,-81,-79,-85,-81,-100,-100,-100,-100,-79,-79,-100,-100,-82,-100,-84
20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-69,-75,-100,-100,-100,-88,-100,-100,-68,-64,-66,-67,-100,-79,-82,-81,-100,-100,-100,-100,-100,-75,-100,-100,-85,-100,-85
20,-100,-86,-100,-100,-100,-100,-100,-87,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-66,-77,-100,-100,-100,-87,-100,-100,-100,-60,-67,-64,-79,-78,-79,-100,-100,-100,-100,-100,-75,-76,-100,-100,-85,-100,-79
20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-77,-81,-100,-100,-71,-75,-100,-100,-100,-85,-100,-100,-61,-59,-67,-65,-100,-78,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-83,-81,-83
21,-86,-87,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-74,-81,-100,-100,-72,-74,-100,-100,-89,-86,-83,-86,-71,-67,-61,-64,-78,-73,-79,-69,-100,-100,-100,-100,-73,-75,-100,-100,-85,-86,-100
21,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-74,-100,-100,-100,-100,-83,-100,-100,-65,-64,-62,-79,-79,-100,-70,-100,-100,-100,-100,-100,-69,-100,-100,-88,-100,-100
21,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-75,-100,-100,-100,-100,-80,-86,-74,-71,-65,-64,-79,-79,-79,-71,-100,-100,-100,-100,-72,-74,-100,-100,-100,-86,-100
21,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-100,-100,-68,-72,-100,-100,-88,-86,-100,-100,-72,-72,-61,-66,-100,-78,-100,-73,-100,-100,-100,-100,-76,-72,-100,-100,-84,-100,-100
21,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-75,-81,-100,-100,-68,-76,-100,-100,-100,-100,-83,-100,-74,-70,-66,-64,-80,-79,-79,-73,-100,-100,-100,-100,-72,-75,-100,-100,-88,-100,-100
21,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-82,-100,-100,-69,-72,-100,-100,-100,-100,-81,-100,-70,-71,-100,-66,-100,-78,-80,-75,-100,-100,-100,-100,-76,-74,-100,-100,-100,-100,-86
21,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-64,-74,-100,-100,-100,-100,-78,-100,-69,-59,-67,-64,-77,-100,-81,-73,-100,-100,-100,-100,-71,-69,-100,-100,-89,-88,-87
21,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-64,-79,-100,-100,-100,-100,-100,-100,-63,-61,-62,-63,-72,-82,-77,-100,-100,-100,-100,-100,-74,-72,-100,-100,-88,-100,-100
21,-85,-88,-100,-100,-100,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-66,-74,-100,-100,-100,-89,-100,-100,-64,-66,-100,-62,-80,-80,-100,-68,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100
21,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-66,-77,-100,-100,-100,-89,-100,-100,-70,-57,-63,-63,-79,-85,-79,-70,-100,-100,-100,-100,-75,-72,-100,-88,-87,-100,-100
22,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-70,-72,-59,-65,-100,-79,-100,-71,-100,-100,-100,-100,-69,-77,-100,-100,-87,-90,-100
22,-100,-86,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-66,-75,-100,-100,-100,-100,-100,-100,-72,-74,-56,-67,-100,-80,-80,-74,-100,-100,-100,-100,-100,-71,-100,-100,-90,-100,-100
22,-100,-85,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-65,-76,-100,-100,-100,-100,-83,-85,-73,-70,-65,-65,-77,-81,-83,-73,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100
